Gender,Height,Weight,BMI,Status
Male,167,91,32.597557120386234,Obesity II
Female,182,91,27.511524838212733,Obesity I
Male,185,61,17.589027980967394,Underweight
Female,148,64,29.088646890786205,Obesity I
Male,187,108,30.90223178003113,Obesity II
Male,163,97,36.548585267316454,Obesity II
Male,188,99,28.004524631638898,Obesity I
Male,186,113,32.42828592955273,Obesity II
Male,189,90,25.184868664386574,Obesity I
Male,191,100,27.35487983942637,Obesity I
Female,153,71,30.40543687635812,Obesity II
Female,159,73,29.064224216762543,Obesity I
Male,190,97,26.705384729257915,Obesity I
Female,149,72,32.20560422559441,Obesity II
Female,165,66,24.39818828762664,Overweight
Male,184,87,25.82832341407753,Obesity I
Male,188,110,31.311034748115567,Obesity II
Female,176,68,21.928977680755565,Normal
Female,177,50,15.874069198484701,Underweight
Female,167,84,29.880148864701965,Obesity I
Female,151,88,38.691322448642424,Obesity II
Male,158,109,43.551806421807534,Obesity II
Female,177,51,16.315970946941793,Underweight
Female,172,68,23.089969152213826,Overweight
Female,163,93,34.70555868136099,Obesity II
Female,181,95,29.05115504438975,Obesity I
Female,172,92,31.343605765665945,Obesity II
Male,189,106,29.637418966907877,Obesity I
Female,156,59,24.483297743550608,Overweight
Female,160,53,20.761423434175462,Normal
Male,181,79,24.21064381152453,Overweight
Female,155,84,35.01098436342553,Obesity II
Male,175,61,19.82193798359162,Normal
Male,175,109,35.704514956522786,Obesity II
Male,158,62,24.897064384138474,Overweight
Female,176,46,14.69791079311581,Underweight
Female,156,56,22.879643692712172,Normal
Male,177,79,25.078402368781674,Obesity I
Female,166,75,27.125843541033575,Obesity I
Male,185,113,33.07940640059178,Obesity II
Male,167,115,41.337286789741725,Obesity II
Female,179,65,20.31734980141615,Normal
Female,147,77,35.33800734492287,Obesity II
Male,183,113,33.51974685464758,Obesity II
Male,157,97,39.18383881527859,Obesity II
Female,181,71,21.734029663079934,Normal
Male,181,97,29.41285488245935,Obesity I
Female,158,43,17.224780811140405,Underweight
Female,155,77,32.080290953774295,Obesity II
Male,189,113,31.85354385468117,Obesity II
Male,167,94,33.98967593436893,Obesity II
Male,181,67,20.631482006168387,Normal
Female,157,86,35.11223659867473,Obesity II
Female,149,58,26.16633018739078,Obesity I
Male,184,119,35.15281857715188,Obesity II
Male,175,52,16.877719011953687,Underweight
Female,169,80,27.89221881502858,Obesity I
Male,165,56,20.783448978516624,Normal
Female,164,65,24.271346174434154,Overweight
Female,175,79,25.549857643680934,Obesity I
Male,160,52,20.583717659399312,Normal
Female,179,75,23.20645487504839,Overweight
Female,162,48,18.212841700618686,Underweight
Male,174,77,25.63367152793144,Obesity I
Female,160,79,30.732347001738976,Obesity II
Female,168,97,34.386188164203155,Obesity II
Female,159,78,30.85430368326546,Obesity II
Female,162,48,18.303559802749856,Underweight
Male,161,113,43.63959686588085,Obesity II
Female,152,67,29.089236671980277,Obesity I
Male,177,58,18.390967669971108,Underweight
Male,160,59,23.05739055644068,Overweight
Male,168,61,21.790083603159523,Normal
Female,160,67,26.018253816098497,Obesity I
Female,151,59,25.852402140784648,Obesity I
Male,180,96,29.551884756499536,Obesity I
Female,175,54,17.711215023261964,Underweight
Female,149,89,40.10750655597522,Obesity II
Female,164,99,37.07456410297889,Obesity II
Male,185,75,21.763592803989138,Normal
Female,160,87,33.7333728023303,Obesity II
Male,161,72,27.737549564138142,Obesity I
Male,169,58,20.157569720451374,Normal
Male,182,87,26.381931423424593,Obesity I
Female,152,85,36.969670104878794,Obesity II
Female,170,63,21.826410827503757,Normal
Female,156,47,19.560221285361347,Normal
Male,187,77,22.00886931331121,Normal
Male,178,92,29.128604720819677,Obesity I
Female,179,60,18.74321052959056,Normal
Male,192,51,13.874347036053726,Underweight
Male,163,89,33.55545771765812,Obesity II
Male,183,88,26.090612438196928,Obesity I
Male,177,74,23.515419246134297,Overweight
Female,148,93,42.37160548352285,Obesity II
Female,159,92,36.488477236058245,Obesity II
Female,154,74,31.157191091283245,Obesity II
Male,184,105,30.841498895927195,Obesity II
Female,167,98,35.34602000038402,Obesity II
Male,183,83,24.64851725606393,Overweight
Female,162,89,33.92973874421204,Obesity II
Male,174,72,23.813602363994345,Overweight
Male,172,109,36.83184135660679,Obesity II
Female,181,73,22.275971721606684,Normal
Male,183,72,21.418647475077368,Normal
Female,182,70,21.123020131067175,Normal
Male,168,90,32.000073981088605,Obesity II
Female,171,80,27.220793867290705,Obesity I
Female,169,81,28.24805673484003,Obesity I
Male,190,63,17.488745534561346,Underweight
Female,157,74,30.023446994635854,Obesity II
Female,176,96,31.059638514473484,Obesity II
Male,158,82,32.73434413962593,Obesity II
Male,159,102,40.294387066288984,Obesity II
Male,158,58,23.295067660267573,Overweight
Male,161,64,24.772096245566477,Overweight
Male,182,109,33.022429002527765,Obesity II
Female,178,76,24.112108988457994,Overweight
Male,184,60,17.59134116644581,Underweight
Male,186,58,16.80766900706867,Underweight
Female,157,55,22.427869254437987,Normal
Male,166,105,38.346191922263,Obesity II
Male,181,81,24.61875052292388,Overweight
Female,164,57,21.093574347949406,Normal
Female,156,73,30.00537126410029,Obesity II
Male,165,110,40.560468579027344,Obesity II
Male,164,63,23.447348857567835,Overweight
Male,173,88,29.63362200861689,Obesity I
Female,149,62,28.109480746867053,Obesity I
Male,158,99,39.5769839092527,Obesity II
Female,153,66,28.076229132387443,Obesity I
Female,181,92,28.07738721595745,Obesity I
Female,163,47,17.829184788682106,Underweight
Female,151,99,43.45244655001006,Obesity II
Male,164,68,25.109136866518895,Obesity I
Female,162,77,29.2292849175273,Obesity I
Male,160,62,24.348038659953833,Overweight
Female,165,48,17.720527075315754,Underweight
Male,174,89,29.586621749653574,Obesity I
Male,192,115,31.12255783451721,Obesity II
Male,176,100,32.20455251848781,Obesity II
Female,177,52,16.801498981566503,Underweight
Male,184,99,29.423822712577874,Obesity I
Female,169,78,27.304461532079106,Obesity I
Male,189,92,25.93018374863287,Obesity I
Male,158,92,36.817539917156736,Obesity II
Female,157,87,35.208260800582075,Obesity II
Male,163,93,35.153147770030536,Obesity II
Female,159,78,30.717383449731678,Obesity II
Male,168,81,28.629268403414738,Obesity I
Male,180,78,23.981290117591648,Overweight
Female,167,46,16.369725124660295,Underweight
Female,150,98,43.27302968462319,Obesity II
Female,177,64,20.455429215989426,Normal
Female,175,61,20.04954458879716,Normal
Male,159,108,43.006767083261785,Obesity II
Female,182,92,27.68214525377921,Obesity I
Male,168,112,39.61650880134581,Obesity II
Male,185,109,32.00668822893355,Obesity II
Female,180,53,16.292310127406406,Underweight
Male,184,68,20.083763836329826,Normal
Female,150,55,24.466000847209145,Overweight
Female,173,57,19.20224730905048,Normal
Female,166,84,30.674675979178193,Obesity II
Female,153,52,21.96560014693113,Normal
Female,155,63,25.87087582371493,Obesity I
Female,177,69,21.85190163195268,Normal
Female,172,99,33.45727417288818,Obesity II
Female,159,82,32.50739291769958,Obesity II
Female,152,55,23.787535407467235,Overweight
Male,166,93,33.713635804857205,Obesity II
Female,168,73,25.8112659148552,Obesity I
Female,162,49,18.430812942591626,Underweight
Male,171,89,30.43776916925645,Obesity II
Female,169,53,18.59064914400381,Normal
Female,150,82,36.644495857016885,Obesity II
Female,162,67,25.601272497112223,Obesity I
Female,179,75,23.389788460569104,Overweight
Male,166,116,41.8141672893439,Obesity II
Female,150,90,40.15516474738894,Obesity II
Female,181,73,22.221587567938602,Normal
Female,182,59,17.868371174040107,Underweight
Female,162,44,16.640181598167295,Underweight
Male,174,107,35.37801444990585,Obesity II
Male,170,82,28.464838502504886,Obesity I
Female,167,59,21.371730965431766,Normal
Male,166,120,43.56189076572517,Obesity II
Male,176,67,21.591219081927136,Normal
Female,172,43,14.68172238581363,Underweight
Female,174,74,24.290984564999846,Overweight
Male,181,90,27.401192253302135,Obesity I
Male,184,112,33.13624615653266,Obesity II
Male,193,56,14.9669366949129,Underweight
Male,168,94,33.066737268128904,Obesity II
Female,162,75,28.50694456635567,Obesity I
Female,159,76,30.223272850356263,Obesity II
Male,183,82,24.378112528787316,Overweight
Female,175,46,15.07972511189579,Underweight
Female,163,70,26.384088036324584,Obesity I
Male,179,117,36.373903732446266,Obesity II
Male,165,85,31.37166122166659,Obesity II
Female,163,84,31.660912019192594,Obesity II
Male,177,89,28.46151516011422,Obesity I
Female,179,75,23.463865259566628,Overweight
Male,173,111,37.02910995510398,Obesity II
Male,167,92,32.91344687023123,Obesity II
Male,187,88,25.050721765579706,Obesity I
Male,185,69,20.219233241596143,Normal
Male,169,110,38.59178763594677,Obesity II
Male,163,85,32.042897245336995,Obesity II
Male,159,99,39.202724267358555,Obesity II
Male,189,108,30.326999965631007,Obesity II
Female,148,87,39.462908080489264,Obesity II
Female,164,78,29.045330038677193,Obesity I
Female,182,86,26.119441455550508,Obesity I
Male,171,119,40.919290455917675,Obesity II
Female,160,46,17.932019144407363,Underweight
Female,157,79,32.09757603245447,Obesity II
Female,172,68,23.088821378990758,Overweight
Male,157,119,48.107891392002784,Obesity II
Male,161,59,22.802000818534164,Normal
Female,169,60,21.15493345727457,Normal
Female,164,68,25.474818706606413,Obesity I
Male,157,78,31.49298641902534,Obesity II
Male,175,94,30.75723405588661,Obesity II
Female,155,58,24.066653990655396,Overweight
Female,153,73,30.948009140022638,Obesity II
Male,183,112,33.700366820834795,Obesity II
Female,147,52,24.27337307905692,Overweight
Female,166,58,20.863443425454218,Normal
Female,181,94,28.518718270726627,Obesity I
Female,163,73,27.278935575340032,Obesity I
Female,173,78,26.016164431451553,Obesity I
Female,167,90,32.32075387337662,Obesity II
Female,168,46,16.245405078697246,Underweight
Male,177,80,25.72059058813718,Obesity I
Male,174,76,24.978586713673348,Obesity I
Male,167,53,18.985312575400204,Normal
Female,179,52,16.077550668441436,Underweight
Male,173,119,39.55305945821007,Obesity II
Male,193,73,19.72596530431435,Normal
Female,177,73,23.083032262546563,Overweight
Male,188,91,25.849067128421545,Obesity I
Male,168,115,40.88425325715321,Obesity II
Female,162,78,29.79832799029579,Obesity I
Female,159,98,38.795982404744876,Obesity II
Female,182,98,29.320615782535523,Obesity I
Female,165,97,35.92826855178226,Obesity II
Female,160,58,22.666397070471362,Normal
Male,179,94,29.262598474277695,Obesity I
Male,186,92,26.4451575056615,Obesity I
Male,162,74,28.337508721761715,Obesity I
Male,157,65,26.189344676939694,Obesity I
Male,163,95,35.43015231957309,Obesity II
Male,170,68,23.570605719824204,Overweight
Male,182,53,15.948405626714722,Underweight
Male,179,56,17.45068151730564,Underweight
Male,164,54,19.852633842240216,Normal
Female,149,61,27.621427899481038,Obesity I
Male,168,120,42.58924676045627,Obesity II
Female,163,93,34.948779738611464,Obesity II
Male,191,92,25.05172263064381,Obesity I
Female,182,67,20.099712545928803,Normal
Male,171,113,38.60784575748607,Obesity II
Male,171,110,37.811724787974285,Obesity II
Female,179,82,25.780904286220792,Obesity I
Male,171,100,34.190378073009875,Obesity II
Male,165,88,32.0003068255003,Obesity II
Female,153,48,20.54077831502535,Normal
Female,178,61,19.17398778851755,Normal
Female,149,93,41.65386655463721,Obesity II
Female,165,54,19.960006967945397,Normal
Male,178,111,34.86343918227583,Obesity II
Male,184,70,20.759839117489758,Normal
Male,162,107,41.0986907655867,Obesity II
Male,184,109,32.3048838763492,Obesity II
Female,162,89,34.07181023865713,Obesity II
Male,171,56,19.155475476340985,Normal
Female,176,82,26.364318851410502,Obesity I
Female,152,75,32.70551376920834,Obesity II
Female,181,92,27.790091522064646,Obesity I
Female,152,61,26.61367905417255,Obesity I
Female,159,42,16.69556563196117,Underweight
Male,182,67,20.14350401581524,Normal
Male,173,104,34.878297211069466,Obesity II
Female,155,51,21.14386960615115,Normal
Female,181,92,28.15790374841028,Obesity I
Male,192,62,16.732361407269142,Underweight
Female,153,85,36.40433471026071,Obesity II
Male,157,100,40.58381532515539,Obesity II
Male,164,98,36.378515311161095,Obesity II
Female,152,67,29.05982644024769,Obesity I
Male,169,80,27.86685770153332,Obesity I
Female,178,47,14.735770577585074,Underweight
Female,181,93,28.378701810469703,Obesity I
Male,167,92,32.844491463342976,Obesity II
Female,158,74,29.573857938465505,Obesity I
Female,150,85,37.82242729548571,Obesity II
Female,152,86,37.202053527173135,Obesity II
Male,159,109,43.278116060669404,Obesity II
Male,184,108,32.07849534162464,Obesity II
Male,187,71,20.183871589525136,Normal
Male,161,52,20.11921513871878,Normal
Male,185,89,25.838045808999997,Obesity I
Male,171,91,31.295675438030486,Obesity II
Male,165,83,30.604225566994955,Obesity II
Male,176,102,32.82421947689539,Obesity II
Female,175,48,15.757698258834152,Underweight
Female,161,47,18.12526433063983,Underweight
Female,152,43,18.447489870896018,Underweight
Female,160,74,29.049209040447312,Obesity I
Male,177,92,29.65820549182546,Obesity I
Male,179,69,21.403443494439223,Normal
Male,177,100,31.816955272432484,Obesity II
Female,166,59,21.378920591114483,Normal
Male,190,68,19.06710274090403,Normal
Male,167,119,42.61635504355704,Obesity II
Male,177,72,22.977058283869713,Overweight
Male,165,55,20.312365969694934,Normal
Female,160,50,19.462544883478817,Normal
Female,172,98,33.0138891082829,Obesity II
Female,151,65,28.2505457257376,Obesity I
Male,184,66,19.415727988975814,Normal
Male,176,90,29.07821424325899,Obesity I
Male,168,111,39.345589260954924,Obesity II
Male,159,77,30.492821622696773,Obesity II
Female,157,71,28.508392282710375,Obesity I
Female,164,86,31.854508985053407,Obesity II
Male,185,96,28.210257310273168,Obesity I
Male,172,109,36.90372871005772,Obesity II
Female,168,55,19.554274343378637,Normal
Female,174,92,30.12935519046271,Obesity II
Male,165,61,22.39838938646727,Normal
Female,168,44,15.562781531910616,Underweight
Female,153,64,27.176842007483696,Obesity I
Female,160,62,24.488166175722856,Overweight
Female,181,67,20.461283176096977,Normal
Male,165,120,44.102329024727794,Obesity II
Male,190,78,21.724405107296704,Normal
Male,170,56,19.460275114158943,Normal
Female,182,72,21.70259101990037,Normal
Female,174,85,28.043443914462454,Obesity I
Female,161,70,27.242157371759497,Obesity I
Male,165,56,20.410672660367062,Normal
Female,172,49,16.55815184601195,Underweight
Male,159,71,28.105078516529602,Obesity I
Female,158,75,29.89957523966276,Obesity I
Male,159,113,45.005240123022624,Obesity II
Male,165,61,22.419686062271587,Normal
Male,158,74,29.896323446140563,Obesity I
Female,148,50,22.48371382488057,Normal
Female,176,55,17.96680856658433,Underweight
Male,162,114,43.24582891387438,Obesity II
Male,189,100,28.006868812775355,Obesity I
Female,154,56,23.69072505373041,Overweight
Male,187,75,21.612063386172085,Normal
Male,182,108,32.5330793245562,Obesity II
Female,165,55,20.25208027015826,Normal
Female,166,77,27.881202025066607,Obesity I
Male,168,108,38.290002452433775,Obesity II
Male,166,56,20.142318754791276,Normal
Female,151,87,38.348001047630504,Obesity II
Male,163,103,38.6068066826592,Obesity II
Female,148,54,24.606891248229978,Overweight
Male,192,98,26.59436456972855,Obesity I
Male,187,69,19.852628420385596,Normal
Male,181,75,23.02967252192272,Overweight
Female,182,82,24.959727044391304,Obesity I
Female,158,95,38.21770145956205,Obesity II
Female,175,93,30.323415499156088,Obesity II
Female,174,87,28.678306668981683,Obesity I
Male,166,110,40.102144814073036,Obesity II
Female,160,62,24.28641285469042,Overweight
Female,156,87,35.842387171948786,Obesity II
Female,166,76,27.602176429630422,Obesity I
Male,182,99,30.035019103334864,Obesity II
Female,174,58,19.342514424320516,Normal
Female,149,95,43.07429346604517,Obesity II
Male,170,55,19.16001242134535,Normal
Female,164,99,36.76663370192729,Obesity II
Male,165,93,34.23587762597364,Obesity II
Female,179,70,21.69079662530612,Normal
Female,165,48,17.481168884193117,Underweight
Male,170,73,25.496971486730914,Obesity I
Male,168,119,42.12971692311069,Obesity II
Male,169,82,28.73161867061005,Obesity I
Male,175,65,21.129462607195418,Normal
Female,155,97,40.63603787408192,Obesity II
Male,174,52,17.088104165237446,Underweight
Female,170,99,34.20585015569421,Obesity II
Male,170,94,32.58142646429234,Obesity II
Male,187,95,27.028547003658183,Obesity I
Female,155,100,41.42450169586062,Obesity II
Male,181,55,16.673372193586122,Underweight
Male,178,73,23.042483920515444,Overweight
Male,174,53,17.305706613358225,Underweight
Male,158,94,37.35673347158674,Obesity II
Female,160,49,19.110850328258152,Normal
Female,163,50,18.907148020773,Normal
Female,150,86,38.136414938255356,Obesity II
Male,174,88,29.001664798258734,Obesity I
Male,165,57,20.85257598967255,Normal
Male,170,103,35.50034269556522,Obesity II
Male,179,100,31.283004170885896,Obesity II
Female,159,56,22.24976734311095,Normal
Female,156,94,38.59538179625326,Obesity II
Male,170,106,36.427910690704195,Obesity II
Male,188,55,15.542378691755124,Underweight
Male,159,110,43.478923003340924,Obesity II
Male,184,101,29.71776618371639,Obesity I
Male,180,69,21.39266146274073,Normal
Female,161,67,25.98917789009406,Obesity I
Male,183,91,27.2798904836,Obesity I
Female,171,100,34.10036988284528,Obesity II
Male,188,89,25.282712270739033,Obesity I
Female,163,81,30.279817390546384,Obesity II
Female,153,56,24.035835837309506,Overweight
Male,172,92,31.06084966265199,Obesity II
Female,172,74,25.130894246913872,Obesity I
Female,165,100,36.76163395207594,Obesity II
Male,182,116,35.0960020488274,Obesity II
Female,163,95,35.605371631501804,Obesity II
Male,192,114,30.771415514481227,Obesity II
Female,166,47,17.034726775391775,Underweight
Female,152,64,27.556077609702673,Obesity I
Male,187,53,15.184323410545918,Underweight
Female,151,50,21.76507567590162,Normal
Male,187,59,16.92497822737718,Underweight
Female,163,89,33.806847484078375,Obesity II
Male,157,75,30.153219421036074,Obesity II
Male,179,82,25.484088422481957,Obesity I
Female,170,96,33.4951264412109,Obesity II
Female,149,87,39.152325973254214,Obesity II
Female,149,78,35.41391096105274,Obesity II
Male,158,52,20.640669499318214,Normal
Female,160,72,28.034947125120308,Obesity I
Female,166,96,34.968099417810684,Obesity II
Female,166,93,33.70360109487762,Obesity II
Male,167,74,26.331273302579717,Obesity I
Female,172,91,30.893324984734935,Obesity II
Female,165,92,34.01000651878927,Obesity II
Female,163,87,32.63356521357459,Obesity II
Female,162,76,28.987666062585237,Obesity I
Male,158,83,33.31462576617851,Obesity II
Female,168,96,33.65396342465192,Obesity II
Male,171,68,23.37528742633023,Overweight
Male,164,111,41.16550536592516,Obesity II
Female,172,80,27.16209779032875,Obesity I
Female,161,88,33.85504398253883,Obesity II
Female,156,52,21.498682270694477,Normal
Male,162,91,34.688812255559995,Obesity II
Male,166,69,24.980723621666453,Obesity I
Male,191,103,28.277782943630854,Obesity I
Male,159,79,31.375357031377863,Obesity II
Female,175,71,23.026681669386434,Overweight
Male,159,114,45.36994989858512,Obesity II
Female,168,95,33.873671383910064,Obesity II
Male,172,85,28.626829097374348,Obesity I
Female,177,75,23.7669660410026,Overweight
Male,171,98,33.50025882213951,Obesity II
Male,160,73,28.448709734096305,Obesity I
Male,170,53,18.13680843412799,Underweight
Male,166,59,21.518743343734716,Normal
Male,186,54,15.688683299796438,Underweight
Female,150,64,28.360279052247645,Obesity I
Female,164,81,29.907709262414144,Obesity II
Female,160,86,33.534764592343606,Obesity II
Female,177,65,20.84442921054024,Normal
Female,157,53,21.66755946461246,Normal
Male,189,65,18.292006651383453,Underweight
Male,164,75,27.71172863790017,Obesity I
Male,161,79,30.583682081456075,Obesity II
Female,152,99,42.754009262065125,Obesity II
Male,157,86,34.79567227696527,Obesity II
Female,181,48,14.62115061705639,Underweight
Male,180,80,24.587154977861378,Overweight
Female,173,97,32.32735594719807,Obesity II
Female,167,89,32.08034540983505,Obesity II
Female,158,92,36.50425545063459,Obesity II
Female,179,49,15.174795547676672,Underweight
Male,191,57,15.627357646214259,Underweight
Female,164,57,21.295461153183663,Normal
Female,174,52,17.197430979784126,Underweight
Female,162,76,28.837496977979903,Obesity I
Male,172,80,27.066711620545394,Obesity I
Male,184,113,33.37415857472023,Obesity II
Female,175,84,27.25243336791858,Obesity I
Female,176,76,24.696220664504377,Overweight
Male,175,81,26.332786388480166,Obesity I
Female,158,90,36.16801438091783,Obesity II
Male,162,69,26.23486062572493,Obesity I
Male,192,77,20.7105596445228,Normal
Male,187,72,20.608898334535954,Normal
Female,180,69,21.183005803607692,Normal
Male,157,83,33.68142139408248,Obesity II
Male,187,80,22.667312296153217,Normal
Male,183,108,32.05159409669629,Obesity II
Female,153,98,42.13596124931824,Obesity II
Female,171,98,33.530084515474215,Obesity II
Male,182,53,16.114545029001807,Underweight
Male,161,62,24.02042987273979,Overweight
Male,169,113,39.26589763583415,Obesity II
Female,151,78,34.42780409664525,Obesity II
Male,162,109,41.464361531175854,Obesity II
Male,184,82,24.193171090391495,Overweight
Male,180,107,32.91934179386118,Obesity II
Female,161,89,34.04186494852118,Obesity II
Female,153,75,32.28293444321108,Obesity II
Male,191,68,18.562833413851596,Normal
Female,165,45,16.45335774521499,Underweight
Female,176,91,29.537305840123004,Obesity I
Male,173,96,32.229835132344185,Obesity II
Male,186,66,18.904425222142592,Normal
Female,177,51,16.384027242798588,Underweight
Female,177,79,25.239897750770602,Obesity I
Male,173,97,32.21277930019716,Obesity II
Male,172,97,32.79516086868604,Obesity II
Male,161,85,32.84764473060365,Obesity II
Female,174,56,18.508339490441017,Normal
Female,182,68,20.57186326589917,Normal
Male,191,73,20.005119916140153,Normal
Female,165,82,30.113741617796073,Obesity II
Male,169,65,22.824311801364374,Normal
Male,166,87,31.870164698614726,Obesity II
Female,154,79,33.60747946609663,Obesity II
Male,183,67,20.001033285698263,Normal
Male,177,56,17.837578381234696,Underweight
Female,153,49,20.791290537217932,Normal
Female,161,99,38.08580548173732,Obesity II
Female,180,62,18.977991808695634,Normal
Female,160,85,33.16257190885246,Obesity II
Female,172,87,29.235776578884618,Obesity I
Female,175,91,29.825847234364698,Obesity I
Female,175,71,23.28624304874351,Overweight
Female,180,74,22.82462219377559,Normal
Female,170,83,28.973593780653104,Obesity I
Female,170,59,20.521572332724762,Normal
Female,161,82,31.764099268042234,Obesity II
Female,152,74,31.947918213981804,Obesity II
Male,164,88,33.04202499002453,Obesity II
Male,192,79,21.555215431223285,Normal
Female,155,91,37.829022255588924,Obesity II
Female,172,88,29.953422760732742,Obesity II
Female,151,75,32.8779481325232,Obesity II
Female,154,97,40.58497478221078,Obesity II
Male,184,110,32.363685901033804,Obesity II
Male,175,114,37.12722051236336,Obesity II
Female,183,65,19.44104256604161,Normal
Female,161,67,25.938415328327473,Obesity I
Male,177,79,25.262069474861782,Obesity I
Male,170,53,18.305303743367364,Underweight
Female,156,65,26.52707701751654,Obesity I
Male,186,92,26.76672421778185,Obesity I
Female,174,71,23.50282223664504,Overweight
Male,172,110,37.22158313438819,Obesity II
Male,182,102,30.776782628868553,Obesity II
Male,185,116,33.879979915437424,Obesity II
Female,179,49,15.260059452931413,Underweight
Female,182,46,13.97865364764848,Underweight
Female,174,59,19.44120105181485,Normal
Male,192,112,30.24719304025432,Obesity II
Female,168,54,19.095122110151653,Normal
Female,163,47,17.82516114347487,Underweight
Female,169,94,33.11442140431469,Obesity II
Male,189,114,31.912935359976785,Obesity II
Male,185,52,15.048089754767473,Underweight
Male,166,108,39.26750969743543,Obesity II
Male,193,113,30.296084712210824,Obesity II
Female,167,51,18.297441123022868,Underweight
Female,149,57,25.631617824651894,Obesity I
Male,187,63,18.041012852493125,Underweight
Male,178,95,30.235479166755297,Obesity II
Female,159,71,27.734851788850754,Obesity I
Female,173,56,18.658862763510783,Normal
Male,163,84,31.414112080932874,Obesity II
Female,170,50,17.093943049174378,Underweight
Female,174,52,17.28166838843253,Underweight
Male,176,115,37.12375087034179,Obesity II
Female,152,46,19.84175340808177,Normal
Female,169,85,29.791773366426522,Obesity I
Male,174,115,38.16040308411017,Obesity II
Female,178,95,29.944689647887262,Obesity II
Female,175,58,18.725127321546033,Normal
Female,175,87,28.420763544754614,Obesity I
Female,170,54,18.674507065236675,Normal
Male,181,101,30.981214288274572,Obesity II
Male,185,91,26.83782681923806,Obesity I
Male,183,89,26.495113059083394,Obesity I
Female,166,66,24.02075724194274,Overweight
Female,182,54,16.260534512355573,Underweight
Male,180,77,23.68416620301913,Overweight
Female,167,76,27.25136754069227,Obesity I
Female,175,81,26.549099856572393,Obesity I
Male,183,100,29.86922878631363,Obesity I
Female,160,97,37.818669200804194,Obesity II
Male,179,95,29.59289144656179,Obesity I
Male,168,91,32.432657382371445,Obesity II
Female,151,85,37.25043979864049,Obesity II
Male,192,101,27.21787921951032,Obesity I
Female,174,57,18.94203471000872,Normal
Male,172,58,19.75320048106623,Normal
Male,166,109,39.58394219408849,Obesity II
Female,182,45,13.536308089801372,Underweight
Male,188,111,31.638967003082865,Obesity II
Female,175,65,21.2521930586936,Normal
Male,164,70,26.09238908451468,Obesity I
Male,181,97,29.568957766131202,Obesity I
Male,165,52,19.105042559236,Normal
Male,188,63,17.90390093593171,Underweight
Male,171,97,33.01726688685036,Obesity II
Female,165,63,22.953403540487763,Overweight
Male,183,70,20.79969033679332,Normal
Female,152,81,34.98220632186324,Obesity II
Male,167,52,18.506031717160557,Normal
Male,167,82,29.61489103527778,Obesity I
Male,180,57,17.6982825611147,Underweight
Male,192,81,22.190773098464856,Normal
Female,171,93,31.756867508843644,Obesity II
Female,161,77,29.84660880189797,Obesity I
Female,163,52,19.6502411509241,Normal
Female,171,42,14.357849948729227,Underweight
Male,158,103,41.04370491122965,Obesity II
Female,153,75,31.720376103551146,Obesity II
Male,182,68,20.51198064886403,Normal
Male,157,85,34.35117899191216,Obesity II
Male,165,59,21.652396501442354,Normal
Female,160,50,19.349164089963867,Normal
Female,155,79,32.73821817020812,Obesity II
Female,164,44,16.534378140681465,Underweight
Female,157,76,30.884652858003097,Obesity II
Male,188,66,18.81288648465283,Normal
Female,178,60,18.772214690899244,Normal
Male,157,106,43.04469209473313,Obesity II
Male,175,98,31.83728653673786,Obesity II
Female,153,53,22.369442035076563,Normal
Female,159,65,25.701338548093908,Obesity I
Male,176,104,33.70165550870094,Obesity II
Male,186,118,34.00472330066955,Obesity II
Male,183,117,35.13322513472151,Obesity II
Male,188,74,20.80429293944262,Normal
Male,163,94,35.179441506721524,Obesity II
Female,160,96,37.38963970675293,Obesity II
Male,161,78,30.1027402059145,Obesity II
Male,170,93,32.198805073527275,Obesity II
Male,160,53,20.59290139567241,Normal
Male,186,79,22.803177412142105,Normal
Male,188,84,23.88614753514503,Overweight
Female,151,65,28.49310001045157,Obesity I
Male,160,74,29.033359964172433,Obesity I
Male,185,62,18.179184184458755,Underweight
Male,184,64,18.978479676695315,Normal
Male,190,110,30.567139620101027,Obesity II
Female,170,71,24.60194784513971,Overweight
Female,173,49,16.314769855602854,Underweight
Male,173,112,37.35518480091082,Obesity II
Male,175,100,32.67812874154696,Obesity II
Female,169,61,21.223616008686765,Normal
Female,171,82,28.345076990869465,Obesity I
Male,158,53,21.41219437600036,Normal
Male,175,88,28.975444298399626,Obesity I
Female,148,84,38.138026504009645,Obesity II
Female,182,90,26.993200290009575,Obesity I
Male,161,107,41.34791525976039,Obesity II
Male,169,118,41.34313320769581,Obesity II
Female,176,56,18.103392306193715,Underweight
Female,165,82,30.093023352847727,Obesity II
Female,156,45,18.384515497204298,Underweight
Female,149,65,29.078770128018895,Obesity I
Male,161,55,21.18801251282977,Normal
Male,168,113,40.374515916619735,Obesity II
Female,175,96,31.486751592939378,Obesity II
Male,158,71,28.2939564366468,Obesity I
Male,168,113,39.69698745090718,Obesity II
Female,155,84,35.172942270185054,Obesity II
Male,162,109,41.86105504524851,Obesity II
Female,177,59,18.741110310223533,Normal
Male,191,95,26.008834676295844,Obesity I
Female,181,54,16.27241389120204,Underweight
Female,178,77,24.242722165410306,Overweight
Female,154,72,30.465141959341405,Obesity II
Female,147,55,25.462099607020313,Obesity I
Female,172,92,30.98705308008596,Obesity II
Male,157,52,20.857138473680642,Normal
Male,179,78,24.257330222175487,Overweight
